age,education,black,hispanic,married,nodegree,re74,re75,u74,u75,t,y
44,14,0,0,1,0,32719.755859375,29540.322265625,0,0,0,26952.255859375
21,13,1,0,0,0,0.0,0.0,1,1,1,17094.640625
23,16,0,0,1,0,0.0,1521.77416992188,1,0,0,0.0
31,13,0,0,1,0,20572.30078125,33658.06640625,0,0,0,31032.2578125
25,12,0,0,1,0,23119.34765625,24074.46875,0,0,0,25195.23828125
44,13,0,0,1,0,27429.734375,26774.2734375,0,0,0,35465.4375
51,10,0,0,1,1,21943.787109375,23274.193359375,0,0,0,25860.21484375
51,10,0,0,1,1,21943.787109375,23274.193359375,0,0,0,25860.21484375
40,2,1,0,1,1,17645.15625,13427.4189453125,0,0,0,8866.359375
28,12,0,0,1,0,30760.48828125,28824.193359375,0,0,0,39898.6171875
28,11,0,0,1,1,14106.720703125,10741.9345703125,0,0,0,20392.626953125
31,17,0,0,1,0,35266.80078125,31806.87109375,0,0,0,62064.515625
24,12,0,0,1,0,16884.9609375,9311.4677734375,0,0,0,23080.611328125
35,8,0,0,1,1,11167.8212890625,18796.59765625,0,0,0,13299.5390625
22,12,0,0,1,0,17703.935546875,12532.2578125,0,0,0,20688.171875
23,13,0,0,1,0,9698.37109375,8593.548828125,0,0,0,23643.625
38,12,1,0,1,0,40570.5390625,10741.9345703125,0,0,0,27190.169921875
22,12,1,0,1,0,1269.60485839844,0.0,0,1,0,0.0
24,17,0,0,0,0,9796.333984375,16112.9033203125,0,0,0,36943.1640625
51,16,0,0,0,0,25470.46875,24169.35546875,0,0,0,12708.44921875
43,12,0,0,1,0,19592.66796875,21739.88671875,0,0,0,29338.783203125
49,10,0,0,1,1,22727.494140625,23095.16015625,0,0,0,24086.943359375
27,17,0,0,0,0,40164.96875,41177.41796875,0,0,0,44331.796875
25,17,0,0,1,0,41144.6015625,35806.453125,0,0,0,38420.890625
55,3,1,0,1,1,5877.80029296875,5370.9677734375,0,0,0,4137.63427734375
22,15,0,0,1,0,2547.046875,17187.09765625,0,0,0,25860.21484375
44,11,1,0,1,1,24294.908203125,35806.453125,0,0,0,29554.53125
27,12,1,0,1,0,24686.76171875,22558.064453125,0,0,0,22609.216796875
41,16,1,0,1,0,33307.53515625,23274.193359375,0,0,0,22165.8984375
46,12,0,0,1,0,11167.8212890625,7161.29052734375,0,0,0,17732.71875
21,9,1,0,0,1,13127.087890625,16327.7421875,0,0,0,8866.359375
42,17,0,0,1,0,23511.201171875,22379.03125,0,0,0,0.0
47,11,0,0,1,1,16928.064453125,15409.3056640625,0,0,0,17732.71875
33,17,0,0,0,0,19396.740234375,0.0,0,1,0,1539.79113769531
40,17,0,1,1,0,39185.3359375,41177.41796875,0,0,0,33987.7109375
20,10,0,1,1,1,9208.5537109375,8951.61328125,0,0,0,16254.9921875
23,12,0,0,1,0,19592.66796875,21483.87109375,0,0,0,20688.171875
28,12,0,0,1,0,21551.935546875,10562.9033203125,0,0,0,21722.580078125
46,8,0,0,1,1,16457.841796875,16112.9033203125,0,0,0,16254.9921875
40,12,0,0,1,0,19592.66796875,19335.484375,0,0,0,21279.263671875
34,12,0,0,1,0,34731.921875,30435.484375,0,0,0,39898.6171875
23,12,1,0,0,0,6269.3408203125,3039.9599609375,0,0,1,8484.2392578125
23,13,0,0,1,0,11755.6005859375,13427.4189453125,0,0,0,16254.9921875
28,17,0,0,1,0,28017.515625,31151.61328125,0,0,0,31032.2578125
41,12,0,0,1,0,14684.705078125,23274.193359375,0,0,0,26599.078125
28,17,0,0,1,0,23511.201171875,20946.7734375,0,0,0,69453.1484375
30,12,1,0,1,0,17760.75390625,17366.12890625,0,0,0,19210.4453125
20,13,0,1,0,0,9404.48046875,0.0,0,1,0,8275.2685546875
27,12,0,0,1,0,11363.7470703125,12532.2578125,0,0,0,4137.63427734375
27,12,0,0,1,0,21943.787109375,20588.7109375,0,0,0,18323.810546875
27,16,0,0,1,0,21551.935546875,23274.193359375,0,0,0,27633.486328125
20,12,0,0,1,0,9796.333984375,13427.4189453125,0,0,0,10713.517578125
27,17,0,0,1,0,13127.087890625,10741.9345703125,0,0,0,29554.53125
54,8,0,1,1,1,14302.6484375,0.0,0,1,0,8866.359375
28,12,1,0,1,0,33503.4609375,26854.83984375,0,0,0,25121.3515625
53,12,1,0,1,0,19592.66796875,21483.87109375,0,0,0,23643.625
41,8,0,0,1,1,0.0,0.0,1,1,0,0.0
27,14,0,0,1,0,22218.0859375,23306.419921875,0,0,0,26599.078125
30,10,1,0,1,1,22335.642578125,0.0,0,1,0,121173.578125
27,12,1,0,0,0,2143.4130859375,357.949890136719,0,0,1,22163.25
29,12,0,0,0,0,15478.2080078125,14370.9189453125,0,0,0,12615.3515625
53,10,0,0,1,1,19984.521484375,21483.87109375,0,0,0,4433.1796875
42,8,0,0,1,1,0.0,0.0,1,1,0,0.0
31,14,0,0,1,0,21140.48828125,20141.12890625,0,0,0,19653.763671875
44,15,0,0,1,0,43103.87109375,39387.09765625,0,0,0,51232.78125
25,16,1,0,1,0,16653.767578125,17008.064453125,0,0,0,21870.353515625
23,12,1,0,0,0,5506.30810546875,501.074096679688,0,0,1,671.331787109375
23,12,0,0,0,0,13714.8681640625,10741.9345703125,0,0,0,15959.447265625
47,10,0,0,1,1,19004.888671875,17903.2265625,0,0,0,21722.580078125
21,9,0,0,1,1,17633.400390625,3202.88720703125,0,0,0,3250.99853515625
38,9,0,0,1,1,29976.78125,25064.515625,0,0,0,47287.25
27,12,1,0,1,0,13127.087890625,12353.2255859375,0,0,0,11526.2666015625
27,15,0,0,1,0,3722.60693359375,4654.8388671875,0,0,0,19210.4453125
44,12,0,0,1,0,0.0,0.0,1,1,0,0.0
17,8,1,0,0,1,0.0,0.0,1,1,1,0.0
27,12,0,0,1,0,19592.66796875,18082.2578125,0,0,0,32657.7578125
29,14,0,0,1,0,17633.400390625,17187.09765625,0,0,0,19699.572265625
21,12,1,0,1,0,15674.1337890625,16112.9033203125,0,0,0,11821.8134765625
27,13,0,0,0,0,23511.201171875,21483.87109375,0,0,0,22165.8984375
23,12,0,0,1,0,21551.935546875,25959.677734375,0,0,0,58665.74609375
33,8,1,0,0,1,0.0,0.0,1,1,1,289.789886474609
40,12,0,0,1,0,31348.26953125,31330.64453125,0,0,0,27633.486328125
55,3,1,0,1,1,14547.5556640625,13463.2255859375,0,0,0,10344.0859375
25,16,0,0,1,0,20964.154296875,24706.451171875,0,0,0,26229.646484375
22,16,0,0,0,0,16653.767578125,22737.09765625,0,0,0,37682.02734375
26,17,0,0,1,0,13714.8681640625,29540.322265625,0,0,0,29554.53125
27,16,0,0,1,0,36246.4375,0.0,0,1,0,0.0
42,6,0,1,1,1,10775.966796875,22558.064453125,0,0,0,11821.8134765625
30,17,1,0,1,0,22139.71484375,27929.03125,0,0,0,33248.84765625
24,12,0,0,1,0,11755.6005859375,11074.9345703125,0,0,0,13742.857421875
28,8,1,0,0,1,0.0,0.0,1,1,1,0.0
26,14,0,0,1,0,17045.62109375,25064.515625,0,0,0,38716.4375
21,8,1,0,0,1,0.0,895.161315917969,1,0,0,2305.25341796875
29,17,0,0,1,0,45063.13671875,35806.453125,0,0,0,0.0
21,12,0,0,0,0,16653.767578125,17903.2265625,0,0,0,19210.4453125
33,12,0,0,1,0,21551.935546875,21483.87109375,0,0,0,21427.03515625
26,13,0,0,1,0,22531.568359375,22379.03125,0,0,0,37238.7109375
32,17,0,0,1,0,76411.40625,64451.61328125,0,0,0,99007.6796875
27,16,0,0,1,0,19592.66796875,12532.2578125,0,0,0,17720.896484375
24,16,0,0,1,0,5877.80029296875,4833.87109375,0,0,0,33987.7109375
26,12,1,0,0,0,0.0,0.0,1,1,1,10747.349609375
20,12,0,0,1,0,13902.95703125,14322.5810546875,0,0,0,19653.763671875
42,14,1,0,0,0,0.0,0.0,1,1,1,20505.9296875
54,8,0,0,1,1,23511.201171875,21483.87109375,0,0,0,19210.4453125
35,12,0,0,1,0,10188.1865234375,9309.677734375,0,0,0,11821.8134765625
35,14,0,0,1,0,18613.03515625,19693.548828125,0,0,0,22424.501953125
37,17,0,0,1,0,48981.671875,44758.06640625,0,0,0,44331.796875
47,16,0,0,1,0,60737.26953125,60870.96875,0,0,0,78319.5078125
24,12,1,0,0,0,10775.966796875,9309.677734375,0,0,0,8275.2685546875
40,16,0,0,1,0,35266.80078125,44758.06640625,0,0,0,56153.609375
19,11,1,0,0,1,29725.99609375,8806.5966796875,0,0,0,9457.4501953125
43,12,0,0,1,0,0.0,0.0,1,1,0,0.0
22,12,0,0,1,0,15674.1337890625,22916.12890625,0,0,0,31771.12109375
48,12,1,0,1,0,26908.5703125,22558.064453125,0,0,0,36943.1640625
42,9,1,0,1,1,0.0,3058.53100585938,1,0,1,1294.40905761719
35,12,0,0,1,0,35266.80078125,26854.83984375,0,0,0,32509.984375
19,13,0,0,1,0,12735.234375,19693.548828125,0,0,0,28815.66796875
44,3,1,0,1,1,25470.46875,21483.87109375,0,0,0,26599.078125
31,12,0,0,1,0,25470.46875,23274.193359375,0,0,0,22165.8984375
29,12,1,0,1,0,11755.6005859375,9846.7744140625,0,0,0,20688.171875
52,15,0,0,1,0,39185.3359375,35806.453125,0,0,0,38420.890625
45,16,0,0,1,0,43103.87109375,48338.7109375,0,0,0,59109.0625
26,8,1,0,1,1,5681.87353515625,4296.7744140625,0,0,0,7093.08740234375
23,10,1,0,1,1,0.0,936.438598632812,1,0,1,11233.259765625
50,11,0,0,1,1,36205.2890625,38563.546875,0,0,0,31032.2578125
41,8,1,0,1,1,1716.31774902344,8378.7099609375,0,0,0,7388.6328125
24,13,0,0,1,0,19592.66796875,17187.09765625,0,0,0,22313.671875
48,10,0,0,1,1,35266.80078125,34911.2890625,0,0,0,38568.6640625
55,12,0,1,1,0,0.0,0.0,1,1,0,0.0
51,12,0,0,1,0,21943.787109375,19156.451171875,0,0,0,24382.48828125
20,12,1,0,1,0,19592.66796875,18619.35546875,0,0,0,23643.625
44,12,0,0,1,0,14498.57421875,14424.62890625,0,0,0,14579.25
46,12,0,0,1,0,12343.380859375,11637.0966796875,0,0,0,11230.7216796875
33,12,1,0,1,0,20279.94921875,10941.349609375,0,0,1,15952.599609375
45,17,0,0,1,0,0.0,16112.9033203125,1,0,0,17732.71875
41,8,0,0,1,1,20572.30078125,22379.03125,0,0,0,19633.07421875
41,12,0,0,1,0,20572.30078125,21483.87109375,0,0,0,25310.501953125
52,8,1,0,0,1,23511.201171875,15217.7421875,0,0,0,7093.08740234375
40,10,1,0,0,1,25470.46875,23274.193359375,0,0,0,20688.171875
25,14,0,0,0,0,20768.228515625,14322.5810546875,0,0,0,17437.173828125
21,11,0,0,0,1,11167.8212890625,5370.9677734375,0,0,0,13151.7666015625
31,16,0,0,1,0,23511.201171875,24706.451171875,0,0,0,28963.44140625
27,13,1,0,0,0,0.0,0.0,1,1,1,14581.8603515625
37,10,0,0,1,1,36246.4375,17545.16015625,0,0,0,17732.71875
24,12,0,0,0,0,10873.9306640625,15754.8388671875,0,0,0,20132.546875
55,16,1,0,1,0,13714.8681640625,11995.1611328125,0,0,0,23531.318359375
34,6,0,0,1,1,17633.400390625,17903.2265625,0,0,0,4876.49755859375
35,9,0,0,1,1,19200.814453125,17706.2890625,0,0,0,8866.359375
29,12,0,0,1,0,29389.001953125,25959.677734375,0,0,0,35465.4375
23,12,0,0,1,0,19396.740234375,12532.2578125,0,0,0,0.0
50,7,0,0,1,1,15160.806640625,15933.87109375,0,0,0,17732.71875
21,12,0,0,1,0,15987.6171875,16291.9345703125,0,0,0,14481.7197265625
45,16,0,0,1,0,0.0,0.0,1,1,0,0.0
18,11,1,0,0,1,5877.80029296875,6932.12890625,0,0,0,9457.4501953125
48,17,0,0,1,0,42294.69140625,41177.41796875,0,0,0,41376.34375
35,7,0,0,1,1,34091.2421875,28287.09765625,0,0,0,25121.3515625
37,11,0,0,1,1,13714.8681640625,9259.548828125,0,0,0,0.0
49,5,1,0,0,1,6583.13671875,5729.0322265625,0,0,0,12560.67578125
34,16,0,0,1,0,35266.80078125,34016.12890625,0,0,0,35465.4375
28,12,0,0,1,0,20376.375,17903.2265625,0,0,0,32509.984375
23,12,1,0,1,0,8816.7001953125,12174.1943359375,0,0,0,18471.58203125
22,14,0,0,1,0,19279.185546875,17616.7734375,0,0,0,17289.400390625
42,11,0,0,1,1,35266.80078125,44758.06640625,0,0,0,38420.890625
25,12,0,0,1,0,13291.666015625,14202.62890625,0,0,0,14777.265625
53,8,0,0,1,1,20964.154296875,22033.5,0,0,0,23195.873046875
35,12,0,0,1,0,23511.201171875,21483.87109375,0,0,0,29554.53125
37,12,0,0,1,0,22441.44140625,16385.03125,0,0,0,23269.759765625
29,17,0,0,0,0,27037.8828125,29182.2578125,0,0,0,26599.078125
38,9,0,0,1,1,17829.328125,7877.41943359375,0,0,0,20688.171875
37,17,0,0,1,0,29389.001953125,31330.64453125,0,0,0,33987.7109375
28,10,0,0,1,1,29389.001953125,23274.193359375,0,0,0,22904.76171875
29,12,0,0,1,0,24490.8359375,25064.515625,0,0,0,28076.8046875
51,8,1,0,1,1,35266.80078125,25064.515625,0,0,0,1182.18127441406
51,16,0,0,1,0,31348.26953125,35448.38671875,0,0,0,44331.796875
22,9,1,0,0,1,2192.876953125,3836.98608398438,0,0,1,3462.56396484375
51,12,0,0,1,0,35266.80078125,44758.06640625,0,0,0,0.0
46,12,0,0,1,0,19394.78125,19201.2109375,0,0,0,20431.048828125
45,9,1,0,1,1,28863.919921875,26854.83984375,0,0,0,36943.1640625
26,12,1,0,1,0,17633.400390625,17416.2578125,0,0,0,23643.625
53,4,1,0,0,1,0.0,0.0,1,1,0,0.0
48,17,1,0,1,0,58778.00390625,51842.37109375,0,0,0,59109.0625
27,11,1,0,1,1,10897.4423828125,3938.70971679688,0,0,0,7684.17822265625
25,10,1,0,0,1,0.0,0.0,1,1,1,0.0
30,9,0,0,1,1,23511.201171875,19441.11328125,0,0,0,26599.078125
48,16,0,0,1,0,0.0,0.0,1,1,0,0.0
18,11,1,0,0,1,0.0,0.0,1,1,1,4814.626953125
30,14,1,0,1,0,27429.734375,26892.435546875,0,0,0,20688.171875
28,12,0,0,1,0,27429.734375,26854.83984375,0,0,0,22165.8984375
38,12,0,0,1,0,33307.53515625,31330.64453125,0,0,0,31771.12109375
25,12,1,0,1,0,11755.6005859375,14322.5810546875,0,0,0,21427.03515625
28,12,0,0,1,0,12813.60546875,7161.29052734375,0,0,0,16254.9921875
40,16,0,0,1,0,35266.80078125,35806.453125,0,0,0,36943.1640625
36,6,1,0,0,1,7494.1953125,7447.74169921875,0,0,0,4433.1796875
48,10,1,0,1,1,10785.763671875,5370.9677734375,0,0,0,14895.484375
31,12,1,0,1,0,5877.80029296875,11064.1943359375,0,0,0,15959.447265625
50,12,0,0,1,0,22306.25390625,27544.11328125,0,0,0,26876.890625
20,11,0,0,1,1,12735.234375,7161.29052734375,0,0,0,14038.40234375
29,14,0,0,1,0,35266.80078125,16112.9033203125,0,0,0,20688.171875
44,11,1,0,0,1,5172.46435546875,6266.12890625,0,0,0,0.0
50,8,1,0,1,1,23707.12890625,28913.7109375,0,0,0,31032.2578125
42,12,0,0,1,0,7837.0673828125,16112.9033203125,0,0,0,15516.12890625
23,11,0,1,1,1,14263.4619140625,8414.515625,0,0,0,26599.078125
46,12,0,0,1,0,25078.615234375,24169.35546875,0,0,0,26780.83984375
25,10,1,0,1,1,4702.240234375,4282.45166015625,0,0,0,4947.4287109375
33,12,0,0,1,0,17633.400390625,17903.2265625,0,0,0,15811.673828125
37,10,0,0,1,1,29369.408203125,27750.0,0,0,0,39898.6171875
25,16,1,0,1,0,12735.234375,18261.2890625,0,0,0,10521.4130859375
31,8,0,0,1,1,17241.548828125,15754.8388671875,0,0,0,16210.6611328125
36,10,0,0,1,1,20572.30078125,17366.12890625,0,0,0,14481.7197265625
35,15,0,0,1,0,41144.6015625,39387.09765625,0,0,0,35465.4375
26,14,0,0,1,0,0.0,0.0,1,1,0,0.0
41,16,1,0,1,0,33307.53515625,23274.193359375,0,0,0,22165.8984375
33,12,0,0,1,0,27429.734375,25959.677734375,0,0,0,27846.279296875
54,10,0,0,1,1,10775.966796875,32225.806640625,0,0,0,19210.4453125
50,8,0,0,1,1,0.0,0.0,1,1,0,0.0
34,16,0,0,1,0,43103.87109375,21304.83984375,0,0,0,20688.171875
29,16,0,0,1,0,13323.013671875,5370.9677734375,0,0,0,17732.71875
33,10,0,0,1,1,16653.767578125,16112.9033203125,0,0,0,12560.67578125
42,9,0,0,1,1,23511.201171875,21841.935546875,0,0,0,26303.533203125
43,9,1,0,1,1,0.0,0.0,1,1,0,0.0
24,17,0,0,1,0,9404.48046875,5370.9677734375,0,0,0,22904.76171875
55,16,0,0,1,0,48981.671875,46548.38671875,0,0,0,47878.33984375
28,17,0,0,1,0,37226.0703125,37507.2578125,0,0,0,38420.890625
19,8,1,0,0,1,0.0,2657.05688476562,1,0,1,9970.6806640625
25,14,0,0,1,0,29389.001953125,35806.453125,0,0,0,33839.9375
53,8,0,0,1,1,0.0,14322.5810546875,1,0,0,0.0
46,12,0,0,1,0,25862.322265625,23274.193359375,0,0,0,35465.4375
22,10,0,0,1,1,19592.66796875,15217.7421875,0,0,0,0.0
37,11,0,0,1,1,31250.3046875,26854.83984375,0,0,0,36943.1640625
47,12,1,0,1,0,13714.8681640625,12433.7900390625,0,0,0,14777.265625
50,17,0,0,1,0,42124.234375,0.0,0,1,0,70930.875
50,12,1,0,1,0,0.0,0.0,1,1,0,0.0
27,12,0,0,0,0,22139.71484375,25422.580078125,0,0,0,61768.97265625
25,16,0,0,1,0,12343.380859375,13606.4521484375,0,0,0,21427.03515625
47,6,1,0,1,1,10775.966796875,8056.45166015625,0,0,0,0.0
53,8,1,0,1,1,0.0,0.0,1,1,0,0.0
55,14,0,0,1,0,0.0,0.0,1,1,0,0.0
45,4,0,0,1,1,15004.0654296875,13586.7578125,0,0,0,17686.908203125
27,12,0,0,1,0,0.0,8235.484375,1,0,0,20688.171875
27,16,0,0,1,0,15674.1337890625,14322.5810546875,0,0,0,22165.8984375
24,12,1,0,1,0,5877.80029296875,8951.61328125,0,0,0,17732.71875
19,9,1,0,0,1,0.0,798.907897949219,1,0,1,17685.1796875
52,15,0,0,1,0,0.0,0.0,1,1,0,0.0
34,12,0,0,1,0,16653.767578125,19532.419921875,0,0,0,16254.9921875
33,10,1,0,0,1,13754.052734375,13964.515625,0,0,0,16905.19140625
26,12,0,0,1,0,27429.734375,26496.7734375,0,0,0,32509.984375
36,13,0,0,0,0,37226.0703125,36150.1953125,0,0,0,44308.15234375
34,12,0,0,1,0,35266.80078125,35806.453125,0,0,0,36943.1640625
33,16,0,1,1,0,35266.80078125,85935.484375,0,0,0,96052.2265625
46,9,1,0,1,1,28605.294921875,32225.806640625,0,0,0,41376.34375
50,12,0,0,1,0,22306.25390625,27544.11328125,0,0,0,26876.890625
32,13,1,0,1,0,33307.53515625,37596.7734375,0,0,0,46891.21875
36,10,1,0,1,1,18417.107421875,16112.9033203125,0,0,0,22165.8984375
50,16,0,0,0,0,39185.3359375,35806.453125,0,0,0,40637.48046875
45,12,0,0,1,0,17104.3984375,16381.4521484375,0,0,0,18176.037109375
48,17,0,0,1,0,31348.26953125,29540.322265625,0,0,0,32951.82421875
40,10,1,0,1,1,13244.6435546875,19693.548828125,0,0,0,17732.71875
23,14,0,0,0,0,13323.013671875,12174.1943359375,0,0,0,14777.265625
22,9,0,1,0,1,0.0,0.0,1,1,1,3595.89404296875
24,11,1,0,1,1,9796.333984375,10741.9345703125,0,0,0,13299.5390625
34,12,0,0,1,0,14498.57421875,14322.5810546875,0,0,0,10048.541015625
41,16,1,0,1,0,33307.53515625,23274.193359375,0,0,0,22165.8984375
45,12,1,0,1,0,24490.8359375,21483.87109375,0,0,0,28076.8046875
35,9,1,0,1,1,24686.76171875,16829.03125,0,0,0,20392.626953125
42,10,0,0,1,1,21551.935546875,18798.38671875,0,0,0,22165.8984375
26,14,0,0,0,0,29389.001953125,30435.484375,0,0,0,29554.53125
47,16,0,0,1,0,48981.671875,62741.85546875,0,0,0,65019.96875
23,12,0,0,1,0,21865.41796875,21483.87109375,0,0,0,25121.3515625
39,8,1,0,1,1,27429.734375,26854.83984375,0,0,0,28076.8046875
53,12,0,0,1,0,32868.66015625,31509.677734375,0,0,0,18914.900390625
20,10,0,0,0,1,1381.28308105469,3523.35473632812,0,0,0,9309.677734375
30,12,0,0,1,0,13714.8681640625,12532.2578125,0,0,0,2563.85571289062
21,14,0,0,1,0,13832.423828125,8777.951171875,0,0,0,591.090637207031
55,12,0,0,1,0,23511.201171875,26854.83984375,0,0,0,26599.078125
29,16,0,0,1,0,0.0,26854.83984375,1,0,0,23643.625
22,12,1,0,1,0,13665.8857421875,17903.2265625,0,0,0,13299.5390625
28,16,0,0,1,0,27429.734375,25064.515625,0,0,0,31032.2578125
25,14,0,0,1,0,28409.369140625,30435.484375,0,0,0,10935.1767578125
23,13,0,0,1,0,14694.5009765625,14322.5810546875,0,0,0,20688.171875
29,17,0,0,1,0,24098.982421875,24527.419921875,0,0,0,23643.625
42,16,0,0,1,0,39185.3359375,37596.7734375,0,0,0,47287.25
21,12,0,1,1,0,19592.66796875,12532.2578125,0,0,0,17732.71875
22,12,0,0,1,0,24490.8359375,26854.83984375,0,0,0,25121.3515625
29,15,0,0,1,0,26646.029296875,19693.548828125,0,0,0,32509.984375
24,12,1,0,1,0,26841.955078125,31688.7109375,0,0,0,33839.9375
44,7,1,0,1,1,11967.2021484375,14566.0654296875,0,0,0,14147.75390625
47,17,0,0,1,0,29389.001953125,20230.64453125,0,0,0,42410.75390625
39,5,1,0,1,1,4051.763671875,13427.4189453125,0,0,0,14629.4931640625
37,12,1,0,1,0,29389.001953125,32225.806640625,0,0,0,44331.796875
28,16,0,0,1,0,33307.53515625,39387.09765625,0,0,0,34726.57421875
45,12,1,0,1,0,25470.46875,26695.5,0,0,0,27898.0
44,10,0,0,1,1,29389.001953125,26854.83984375,0,0,0,23643.625
48,8,0,0,1,1,31510.888671875,35795.7109375,0,0,0,28076.8046875
36,12,0,0,1,0,33307.53515625,30435.484375,0,0,0,31032.2578125
27,12,0,0,1,0,20572.30078125,17545.16015625,0,0,0,24530.26171875
36,12,0,0,1,0,15873.98046875,12727.4033203125,0,0,0,17444.5625
53,16,0,0,1,0,31348.26953125,32225.806640625,0,0,0,32509.984375
51,12,0,0,1,0,44083.50390625,41177.41796875,0,0,0,48764.9765625
34,14,0,0,1,0,36834.21484375,0.0,0,1,0,0.0
46,12,0,0,1,0,22727.494140625,21841.935546875,0,0,0,22904.76171875
24,12,0,0,1,0,20572.30078125,20767.7421875,0,0,0,22165.8984375
28,14,0,0,1,0,10775.966796875,13427.4189453125,0,0,0,0.0
34,13,0,0,1,0,34483.09765625,31509.677734375,0,0,0,33396.62109375
44,6,0,1,1,1,26450.1015625,3580.64526367188,0,0,0,0.0
24,10,0,0,1,1,23511.201171875,25062.7265625,0,0,0,29678.66015625
31,17,0,0,1,0,39185.3359375,33120.96875,0,0,0,47287.25
53,6,0,0,1,1,0.0,0.0,1,1,0,0.0
25,12,0,0,0,0,0.0,0.0,1,1,1,5587.5029296875
46,12,0,0,0,0,19592.66796875,25064.515625,0,0,0,29554.53125
34,12,0,0,1,0,11755.6005859375,0.0,0,1,0,11821.8134765625
24,12,0,0,1,0,17437.474609375,22379.03125,0,0,0,16254.9921875
45,12,0,0,1,0,28589.62109375,28263.822265625,0,0,0,29258.986328125
47,14,0,0,1,0,58778.00390625,26854.83984375,0,0,0,32509.984375
24,12,0,0,1,0,20180.447265625,19693.548828125,0,0,0,29554.53125
44,12,0,0,1,0,0.0,0.0,1,1,0,0.0
21,12,0,0,1,0,5094.09375,6803.2255859375,0,0,0,7388.6328125
23,12,1,0,1,0,17633.400390625,15217.7421875,0,0,0,15516.12890625
21,12,1,0,1,0,5868.00390625,3043.54833984375,0,0,0,10048.541015625
44,8,0,0,1,1,25470.46875,26854.83984375,0,0,0,25860.21484375
36,12,1,0,1,0,19749.408203125,25064.515625,0,0,0,23643.625
28,12,0,0,1,0,28605.294921875,20588.7109375,0,0,0,34135.484375
23,13,0,0,1,0,19396.740234375,17903.2265625,0,0,0,31032.2578125
28,15,1,0,1,0,30768.326171875,33486.1953125,0,0,0,30828.33203125
51,12,0,0,0,0,67594.703125,62661.2890625,0,0,0,71669.7421875
49,11,0,0,1,1,9404.48046875,11637.0966796875,0,0,0,9457.4501953125
31,12,0,0,1,0,16065.98828125,15038.7099609375,0,0,0,17732.71875
25,16,0,0,0,0,39185.3359375,0.0,0,1,0,23389.455078125
52,8,0,0,1,1,19592.66796875,17903.2265625,0,0,0,17289.400390625
21,13,0,0,1,0,9796.333984375,8593.548828125,0,0,0,28787.591796875
26,12,1,0,1,0,15674.1337890625,17983.7890625,0,0,0,20688.171875
42,17,0,0,0,0,50940.9375,50129.03125,0,0,0,48764.9765625
55,13,0,1,1,0,0.0,0.0,1,1,0,0.0
39,9,1,0,1,1,10580.041015625,9667.7421875,0,0,0,11821.8134765625
33,8,1,0,1,1,6661.50732421875,8579.2255859375,0,0,0,9169.29296875
48,6,1,0,0,1,13714.8681640625,11637.0966796875,0,0,0,10604.166015625
36,14,0,0,1,0,42124.234375,42072.58203125,0,0,0,41376.34375
30,17,0,0,1,0,4310.38720703125,4296.7744140625,0,0,0,22476.220703125
20,9,0,0,1,1,15282.28125,15933.87109375,0,0,0,20614.28515625
30,12,0,0,1,0,6857.43359375,3222.58056640625,0,0,0,3250.99853515625
29,14,0,0,1,0,35266.80078125,37596.7734375,0,0,0,45809.5234375
25,17,0,0,0,0,4996.13037109375,17414.46875,0,0,0,5030.18115234375
33,17,0,0,1,0,29389.001953125,30435.484375,0,0,0,19210.4453125
41,12,0,1,1,0,22531.568359375,20946.7734375,0,0,0,22165.8984375
41,13,0,0,0,0,29389.001953125,0.0,0,1,0,30293.39453125
38,3,1,0,1,1,3722.60693359375,5729.0322265625,0,0,0,17732.71875
50,12,0,0,1,0,22306.25390625,27544.11328125,0,0,0,26876.890625
51,12,0,0,1,0,25862.322265625,20588.7109375,0,0,0,24825.806640625
51,11,0,0,1,1,25470.46875,25064.515625,0,0,0,26599.078125
29,4,1,0,0,1,0.0,0.0,1,1,1,762.914611816406
30,6,1,0,1,1,5681.87353515625,0.0,0,1,0,0.0
34,12,0,0,1,0,22727.494140625,18619.35546875,0,0,0,20688.171875
23,12,0,0,0,0,9404.48046875,11834.0322265625,0,0,0,16846.08203125
42,16,0,0,0,0,4398.55419921875,17903.2265625,0,0,0,16254.9921875
54,4,1,0,0,1,11933.8935546875,10965.7255859375,0,0,0,11821.8134765625
32,12,0,0,1,0,15674.1337890625,14322.5810546875,0,0,0,13299.5390625
31,11,1,0,1,1,13127.087890625,14859.6767578125,0,0,0,16254.9921875
32,13,0,0,1,0,15674.1337890625,30435.484375,0,0,0,22018.126953125
33,16,0,0,1,0,20964.154296875,21483.87109375,0,0,0,22018.126953125
55,16,0,0,1,0,17633.400390625,17903.2265625,0,0,0,22165.8984375
24,17,0,0,1,0,1371.48681640625,0.0,0,1,0,24825.806640625
25,11,1,0,0,1,15674.1337890625,6982.25830078125,0,0,0,13890.6298828125
37,17,0,0,0,0,19592.66796875,23005.64453125,0,0,0,22165.8984375
32,12,0,0,1,0,23903.0546875,24812.080078125,0,0,0,12412.9033203125
23,12,1,0,1,0,7993.80859375,13427.4189453125,0,0,0,4433.1796875
44,12,0,0,1,0,16457.841796875,16112.9033203125,0,0,0,17289.400390625
49,10,0,0,1,1,14694.5009765625,14322.5810546875,0,0,0,8423.041015625
33,16,0,0,1,0,19592.66796875,19335.484375,0,0,0,26599.078125
