age,education,black,hispanic,married,nodegree,re74,re75,t,y
26.0,12.0,1.0,0.0,1.0,0.0,11167.821,1074.1935,1,17658.43
18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,1,6523.406
27.0,13.0,1.0,0.0,1.0,0.0,6857.4336,4096.2583,1,20757.16
37.0,12.0,0.0,0.0,1.0,0.0,18613.035,21483.871,1,0.0
48.0,16.0,0.0,0.0,1.0,0.0,54859.47,53709.676,1,55164.793
21.0,12.0,0.0,0.0,1.0,0.0,8867.642,14995.742,1,10773.774
54.0,15.0,0.0,0.0,1.0,0.0,48981.67,35806.453,1,42139.9
47.0,17.0,0.0,0.0,1.0,0.0,68574.336,38670.97,1,52410.758
38.0,16.0,0.0,0.0,1.0,0.0,58778.004,53709.676,1,57177.71
42.0,12.0,0.0,0.0,1.0,0.0,29389.002,30437.273,1,25579.816
26.0,13.0,1.0,0.0,1.0,0.0,28105.682,37596.773,1,27133.465
19.0,12.0,0.0,0.0,1.0,0.0,11201.128,14143.548,1,11980.329
28.0,12.0,0.0,0.0,1.0,0.0,23511.201,16112.903,1,20054.01
30.0,17.0,0.0,0.0,1.0,0.0,4898.167,12084.677,1,7298.701
28.0,12.0,0.0,0.0,1.0,0.0,11755.601,12532.258,1,17941.936
44.0,12.0,0.0,0.0,1.0,0.0,34091.242,32046.773,1,24011.996
38.0,11.0,0.0,0.0,1.0,1.0,20572.3,21483.871,1,25571.443
48.0,14.0,0.0,0.0,1.0,0.0,56818.74,57290.324,1,66848.484
41.0,10.0,1.0,0.0,1.0,1.0,18025.256,17366.129,1,23714.283
36.0,13.0,0.0,0.0,1.0,0.0,33307.535,28645.16,1,36019.945
20.0,12.0,0.0,0.0,0.0,0.0,16497.025,19604.031,1,16024.408
52.0,7.0,1.0,0.0,0.0,1.0,25470.469,17903.227,1,29788.385
43.0,12.0,0.0,0.0,1.0,0.0,19592.668,21483.871,1,25859.594
30.0,16.0,0.0,0.0,1.0,0.0,23511.201,25243.549,1,26866.115
52.0,16.0,0.0,0.0,1.0,0.0,53879.836,53709.676,1,56047.883
21.0,12.0,1.0,0.0,0.0,0.0,13714.868,13339.694,1,20537.86
30.0,11.0,0.0,0.0,1.0,1.0,16065.988,17989.16,1,23379.205
24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1,0.0
43.0,3.0,0.0,0.0,1.0,1.0,15086.354,15933.871,1,6300.625
20.0,12.0,0.0,0.0,1.0,0.0,20376.375,18655.16,1,23222.744
23.0,16.0,0.0,0.0,1.0,0.0,6857.4336,14143.548,1,14511.868
53.0,15.0,0.0,0.0,1.0,0.0,33307.535,37596.773,1,42078.746
28.0,12.0,1.0,0.0,1.0,0.0,15987.617,19693.549,1,28447.092
40.0,11.0,0.0,0.0,1.0,1.0,8072.179,0.0,1,7066.065
22.0,13.0,0.0,0.0,0.0,0.0,12735.234,12532.258,1,14858.629
29.0,12.0,0.0,0.0,1.0,0.0,24686.762,27750.0,1,20699.027
36.0,12.0,1.0,0.0,1.0,0.0,0.0,8951.613,1,0.0
25.0,17.0,0.0,0.0,1.0,0.0,5877.8003,10562.903,1,10127.634
21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
30.0,9.0,1.0,0.0,1.0,1.0,10775.967,8951.613,1,9661.346
54.0,11.0,0.0,0.0,1.0,1.0,33158.633,32225.807,1,39176.6
28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,1,1478.5349
50.0,17.0,0.0,0.0,1.0,0.0,42907.94,44758.066,1,41237.223
33.0,16.0,0.0,0.0,1.0,0.0,41144.6,42967.742,1,56305.418
47.0,16.0,0.0,0.0,1.0,0.0,78370.67,78774.195,1,73676.06
31.0,12.0,0.0,1.0,1.0,0.0,26841.955,6982.2583,1,27151.152
22.0,11.0,1.0,0.0,0.0,1.0,10971.894,7161.2905,1,3973.7937
36.0,7.0,1.0,0.0,1.0,1.0,14694.501,15754.839,1,0.0
30.0,16.0,0.0,0.0,1.0,0.0,22923.422,23274.193,1,20604.082
22.0,12.0,1.0,0.0,1.0,0.0,14790.505,14680.645,1,46335.645
26.0,16.0,0.0,0.0,1.0,0.0,24686.762,25422.58,1,43148.71
22.0,9.0,1.0,0.0,0.0,1.0,3134.827,4345.113,1,0.0
54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
40.0,10.0,0.0,0.0,1.0,1.0,3918.5337,4833.871,1,13724.772
46.0,10.0,0.0,0.0,1.0,1.0,11755.601,7161.2905,1,16971.875
26.0,16.0,0.0,0.0,0.0,0.0,25862.322,31790.758,1,38194.844
39.0,6.0,1.0,0.0,1.0,1.0,14694.501,16470.969,1,12623.722
47.0,17.0,0.0,0.0,1.0,0.0,18613.035,10025.806,1,5129.823
41.0,13.0,0.0,0.0,1.0,0.0,48981.67,48338.71,1,38658.645
22.0,12.0,0.0,0.0,1.0,0.0,24765.133,21594.871,1,34731.387
50.0,7.0,1.0,0.0,1.0,1.0,13714.868,17903.227,1,11162.132
40.0,8.0,0.0,0.0,1.0,1.0,25470.469,21483.871,1,16821.734
22.0,12.0,0.0,0.0,1.0,0.0,11755.601,14465.806,1,14285.669
19.0,10.0,0.0,0.0,0.0,1.0,5094.0938,4296.7744,1,10002.7295
48.0,6.0,0.0,1.0,1.0,1.0,38670.05,42967.742,1,48524.863
31.0,12.0,1.0,0.0,1.0,0.0,3918.5337,18440.322,1,20341.057
48.0,16.0,0.0,0.0,1.0,0.0,1240.216,1466.2742,1,8163.802
18.0,11.0,0.0,0.0,0.0,1.0,4351.5317,32270.564,1,18449.686
30.0,11.0,0.0,0.0,1.0,1.0,23119.348,20051.613,1,18970.3
44.0,13.0,0.0,0.0,1.0,0.0,31348.27,35806.453,1,44017.32
25.0,14.0,0.0,0.0,1.0,0.0,21551.936,22916.129,1,15358.591
28.0,16.0,0.0,0.0,1.0,0.0,43103.87,32225.807,1,35045.387
55.0,17.0,1.0,0.0,1.0,0.0,27429.734,26854.84,1,22822.111
31.0,16.0,0.0,0.0,1.0,0.0,39185.336,42967.742,1,34855.027
33.0,12.0,0.0,0.0,1.0,0.0,18417.107,12890.323,1,0.0
28.0,14.0,0.0,0.0,1.0,0.0,15674.134,16757.42,1,36708.402
29.0,11.0,1.0,0.0,1.0,1.0,783.7067,0.0,1,0.0
35.0,15.0,0.0,0.0,1.0,0.0,979.6334,537.09674,1,0.0
49.0,6.0,0.0,1.0,1.0,1.0,12539.308,16470.969,1,13636.985
32.0,12.0,1.0,0.0,1.0,0.0,25470.469,22379.031,1,25252.02
30.0,14.0,0.0,0.0,1.0,0.0,0.0,32225.807,1,26764.658
43.0,14.0,0.0,0.0,1.0,0.0,32327.902,31420.16,1,35986.992
26.0,14.0,0.0,0.0,1.0,0.0,33503.46,36032.03,1,22181.555
28.0,7.0,1.0,0.0,1.0,1.0,10487.955,8260.549,1,19430.637
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3415.5974
28.0,12.0,0.0,0.0,0.0,0.0,17829.328,5012.9033,1,11472.226
26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1,4108.3384
26.0,16.0,0.0,0.0,1.0,0.0,34287.168,32225.807,1,39123.473
54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
45.0,2.0,0.0,1.0,1.0,1.0,6857.4336,7161.2905,1,14026.207
23.0,12.0,0.0,0.0,1.0,0.0,14063.617,11100.0,1,18073.992
25.0,14.0,0.0,0.0,1.0,0.0,17939.047,14322.581,1,24535.93
33.0,8.0,1.0,0.0,1.0,1.0,21551.936,22379.031,1,19421.46
54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
28.0,14.0,0.0,0.0,0.0,0.0,16849.695,12174.194,1,28472.387
27.0,7.0,0.0,0.0,1.0,1.0,19984.521,20409.678,1,20525.055
29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,1,5508.5957
37.0,17.0,0.0,0.0,1.0,0.0,30956.414,30435.484,1,35920.047
37.0,14.0,0.0,0.0,1.0,0.0,0.0,32225.807,1,22970.715
21.0,12.0,0.0,0.0,1.0,0.0,13714.868,3222.5806,1,16639.656
51.0,8.0,1.0,0.0,1.0,1.0,33299.7,25064.516,1,22080.31
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1,5532.554
21.0,12.0,0.0,0.0,0.0,0.0,11363.747,9667.742,1,13231.311
26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,1,1821.2306
20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,1,0.0
21.0,12.0,0.0,0.0,1.0,0.0,10580.041,8056.4517,1,0.0
48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
20.0,12.0,0.0,0.0,1.0,0.0,14694.501,26854.84,1,13984.799
44.0,10.0,1.0,0.0,1.0,1.0,20993.545,19190.469,1,19403.787
46.0,10.0,1.0,0.0,1.0,1.0,13714.868,16112.903,1,24258.719
26.0,15.0,0.0,0.0,1.0,0.0,27429.734,25064.516,1,32131.152
43.0,12.0,1.0,0.0,1.0,0.0,715.1324,1879.8387,1,0.0
40.0,10.0,0.0,0.0,0.0,1.0,13616.904,10741.935,1,25933.334
32.0,16.0,0.0,0.0,1.0,0.0,24980.652,25064.516,1,12246.746
34.0,9.0,1.0,0.0,1.0,1.0,9796.334,8951.613,1,10424.205
33.0,13.0,0.0,0.0,1.0,0.0,27429.734,41177.418,1,41227.926
44.0,11.0,1.0,0.0,1.0,1.0,24294.908,35806.453,1,21406.248
50.0,9.0,1.0,0.0,1.0,1.0,17633.4,16112.903,1,26709.496
22.0,13.0,0.0,0.0,1.0,0.0,14694.501,16112.903,1,17742.56
30.0,12.0,0.0,0.0,1.0,0.0,16849.695,17366.129,1,28763.771
44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,889.70337
26.0,17.0,0.0,0.0,1.0,0.0,27843.14,28645.16,1,18620.195
21.0,12.0,0.0,0.0,1.0,0.0,11755.601,10741.935,1,9352.677
26.0,12.0,0.0,1.0,1.0,0.0,19055.828,0.0,1,0.0
33.0,12.0,1.0,0.0,0.0,0.0,9796.334,8951.613,1,0.0
50.0,14.0,0.0,0.0,1.0,0.0,32602.2,27889.645,1,34572.074
52.0,8.0,0.0,0.0,1.0,1.0,5290.0205,0.0,1,8166.182
20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1,0.0
24.0,12.0,0.0,1.0,1.0,0.0,13493.47,16470.969,1,16251.862
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1667.217
30.0,6.0,1.0,0.0,1.0,1.0,3918.5337,3401.6128,1,0.0
35.0,17.0,0.0,0.0,1.0,0.0,39185.336,30435.484,1,33410.51
22.0,12.0,0.0,0.0,1.0,0.0,8816.7,9939.871,1,30973.588
46.0,12.0,0.0,0.0,1.0,0.0,25470.469,23274.193,1,29773.145
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
29.0,13.0,0.0,0.0,1.0,0.0,23511.201,25064.516,1,34092.89
28.0,12.0,1.0,0.0,0.0,0.0,18613.035,17008.064,1,28074.824
23.0,12.0,0.0,0.0,1.0,0.0,10971.894,10204.839,1,17917.451
31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
32.0,13.0,0.0,0.0,1.0,0.0,20572.3,25064.516,1,41966.69
20.0,12.0,1.0,0.0,0.0,0.0,10775.967,16372.5,1,15951.359
47.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
28.0,12.0,0.0,0.0,1.0,0.0,17829.328,11100.0,1,0.0
41.0,7.0,1.0,0.0,1.0,1.0,15674.134,32225.807,1,0.0
29.0,12.0,1.0,0.0,1.0,0.0,22531.568,18619.355,1,40425.594
21.0,12.0,1.0,0.0,1.0,0.0,16653.768,9846.774,1,3420.9045
48.0,8.0,0.0,0.0,1.0,1.0,11755.601,8844.193,1,16897.73
30.0,9.0,0.0,0.0,1.0,1.0,12178.802,11493.871,1,17333.084
55.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1,7198.132
24.0,11.0,1.0,0.0,1.0,1.0,5427.169,0.0,1,0.0
26.0,14.0,1.0,0.0,0.0,0.0,16667.482,21483.871,1,14185.737
30.0,16.0,0.0,0.0,1.0,0.0,26058.248,28645.16,1,44442.883
28.0,9.0,0.0,0.0,1.0,1.0,12735.234,12532.258,1,28956.488
39.0,5.0,1.0,0.0,1.0,1.0,4051.7637,13427.419,1,15258.042
34.0,17.0,0.0,0.0,1.0,0.0,29389.002,31330.645,1,16739.662
35.0,14.0,0.0,0.0,1.0,0.0,31348.27,36630.0,1,41709.707
46.0,11.0,0.0,0.0,1.0,1.0,21551.936,16112.903,1,20868.781
54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
26.0,12.0,1.0,0.0,1.0,0.0,13714.868,12532.258,1,16427.63
55.0,2.0,1.0,0.0,1.0,1.0,33307.535,20946.773,1,3949.8826
30.0,8.0,0.0,0.0,1.0,1.0,13303.422,17903.227,1,34775.78
42.0,6.0,0.0,0.0,1.0,1.0,23511.201,17903.227,1,23540.205
42.0,14.0,0.0,0.0,1.0,0.0,39185.336,36701.613,1,56744.215
26.0,8.0,1.0,0.0,1.0,1.0,6857.4336,3580.6453,1,0.0
29.0,17.0,0.0,0.0,1.0,0.0,0.0,25959.678,1,9803.665
34.0,14.0,0.0,0.0,1.0,0.0,28017.516,26854.84,1,19576.871
53.0,16.0,0.0,0.0,1.0,0.0,39185.336,35806.453,1,37681.945
24.0,12.0,0.0,0.0,1.0,0.0,25470.469,22737.098,1,91890.195
22.0,13.0,0.0,0.0,1.0,0.0,24490.836,26854.84,1,26957.945
23.0,16.0,0.0,0.0,0.0,0.0,14106.721,6266.129,1,15240.928
35.0,15.0,1.0,0.0,1.0,0.0,29477.17,34098.484,1,32815.723
28.0,16.0,0.0,0.0,1.0,0.0,12572.615,21483.871,1,27428.123
21.0,14.0,0.0,0.0,1.0,0.0,6974.9897,11407.935,1,0.0
51.0,17.0,0.0,1.0,1.0,0.0,31348.27,0.0,1,12564.873
38.0,14.0,0.0,0.0,0.0,0.0,11755.601,21483.871,1,5515.031
49.0,6.0,0.0,0.0,1.0,1.0,35266.8,33120.97,1,35633.945
28.0,12.0,0.0,0.0,1.0,0.0,26450.102,26858.42,1,15307.533
33.0,11.0,1.0,0.0,1.0,1.0,17370.86,15844.355,1,18362.611
54.0,12.0,0.0,0.0,1.0,0.0,12735.234,17894.273,1,20947.484
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0
24.0,12.0,0.0,0.0,1.0,0.0,29193.074,21304.84,1,76287.14
44.0,12.0,0.0,0.0,1.0,0.0,50940.938,44758.066,1,47994.953
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7487.669
41.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3081.2808
43.0,14.0,0.0,0.0,1.0,0.0,22531.568,23274.193,1,19231.928
30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,8093.9634
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,10894.445
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
52.0,12.0,0.0,0.0,1.0,0.0,27220.094,24706.451,1,27986.682
25.0,11.0,1.0,0.0,1.0,1.0,17633.4,21483.871,1,29777.627
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4007.8303
42.0,16.0,0.0,1.0,1.0,0.0,23511.201,23274.193,1,26951.145
46.0,10.0,0.0,0.0,1.0,1.0,11755.601,7161.2905,1,14802.285
31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,1,4087.3887
27.0,12.0,1.0,0.0,1.0,0.0,10775.967,8951.613,1,0.0
21.0,12.0,0.0,0.0,1.0,0.0,16306.978,18529.84,1,20952.92
21.0,11.0,1.0,0.0,0.0,1.0,0.0,9846.774,1,11951.445
28.0,17.0,0.0,0.0,1.0,0.0,29389.002,21483.871,1,19619.918
38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
35.0,14.0,0.0,0.0,1.0,0.0,23511.201,26496.773,1,28454.207
25.0,9.0,1.0,0.0,0.0,1.0,11755.601,7161.2905,1,13582.467
29.0,8.0,0.0,0.0,1.0,1.0,10775.967,8951.613,1,9305.093
38.0,10.0,1.0,0.0,1.0,1.0,5877.8003,0.0,1,0.0
37.0,17.0,0.0,0.0,1.0,0.0,82289.2,85040.32,1,78553.81
19.0,12.0,0.0,0.0,1.0,0.0,9208.554,5550.0,1,0.0
36.0,12.0,0.0,0.0,1.0,0.0,33307.535,33120.97,1,25794.871
21.0,11.0,0.0,0.0,1.0,1.0,16653.768,13427.419,1,25124.406
49.0,6.0,0.0,0.0,1.0,1.0,25274.543,21841.936,1,38441.83
26.0,12.0,1.0,0.0,1.0,0.0,15411.593,8951.613,1,2713.7935
19.0,6.0,1.0,0.0,0.0,1.0,3526.6802,0.0,1,0.0
23.0,11.0,1.0,0.0,1.0,1.0,15674.134,8414.516,1,24044.555
42.0,9.0,0.0,0.0,1.0,1.0,33221.33,32225.807,1,42295.055
52.0,7.0,1.0,0.0,0.0,1.0,293.89,5012.9033,1,0.0
40.0,17.0,0.0,1.0,1.0,0.0,39185.336,41177.418,1,30377.729
18.0,12.0,0.0,0.0,1.0,0.0,3134.827,11100.0,1,0.0
37.0,12.0,0.0,0.0,1.0,0.0,15674.134,8951.613,1,0.0
55.0,11.0,0.0,0.0,1.0,1.0,36638.29,37417.742,1,32679.098
27.0,16.0,0.0,0.0,1.0,0.0,33307.535,30435.484,1,24425.82
22.0,14.0,0.0,0.0,1.0,0.0,19727.857,20141.129,1,13760.528
34.0,12.0,1.0,0.0,1.0,0.0,19788.596,23274.193,1,34201.75
24.0,12.0,0.0,0.0,1.0,0.0,17633.4,18440.322,1,19433.293
25.0,13.0,0.0,0.0,1.0,0.0,25470.469,18798.387,1,32898.586
31.0,8.0,0.0,0.0,1.0,1.0,11167.821,19335.484,1,20586.45
49.0,16.0,0.0,0.0,1.0,0.0,94044.805,98467.74,1,84611.1
28.0,17.0,0.0,0.0,1.0,0.0,13714.868,13427.419,1,33973.027
24.0,12.0,1.0,0.0,0.0,0.0,3330.7537,4654.839,1,9166.9795
21.0,10.0,0.0,0.0,1.0,1.0,15674.134,16112.903,1,21169.291
48.0,16.0,0.0,0.0,1.0,0.0,23511.201,23274.193,1,32133.152
21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1778.4181
25.0,12.0,0.0,0.0,1.0,0.0,8816.7,16112.903,1,7950.118
49.0,12.0,0.0,0.0,1.0,0.0,10231.291,11082.097,1,0.0
24.0,12.0,0.0,0.0,1.0,0.0,14890.428,719.70966,1,21019.738
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
20.0,12.0,0.0,0.0,1.0,0.0,13244.644,8772.581,1,2222.227
31.0,12.0,0.0,0.0,1.0,0.0,0.0,17903.227,1,4140.3955
27.0,12.0,0.0,1.0,1.0,0.0,14694.501,16829.031,1,17598.992
48.0,8.0,1.0,0.0,1.0,1.0,16261.914,11637.097,1,30055.95
31.0,17.0,0.0,0.0,1.0,0.0,23903.055,25601.613,1,32728.186
46.0,7.0,0.0,0.0,1.0,1.0,15674.134,14680.645,1,20997.89
28.0,12.0,1.0,0.0,1.0,0.0,12735.234,19693.549,1,0.0
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
27.0,17.0,0.0,0.0,1.0,0.0,24098.982,22200.0,1,35724.05
23.0,12.0,0.0,0.0,1.0,0.0,16065.988,4833.871,1,0.0
24.0,14.0,0.0,0.0,0.0,0.0,20572.3,11637.097,1,8859.28
20.0,12.0,1.0,0.0,0.0,0.0,1367.5682,12532.258,1,19445.012
52.0,12.0,0.0,0.0,0.0,0.0,31348.27,32225.807,1,23748.092
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
40.0,10.0,0.0,0.0,1.0,1.0,14302.648,24169.355,1,17531.037
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1,15277.432
22.0,12.0,1.0,0.0,1.0,0.0,2006.2892,2470.6453,1,7891.7495
39.0,12.0,0.0,0.0,1.0,0.0,21138.53,20366.71,1,20862.717
45.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,6694.093
32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
26.0,13.0,0.0,1.0,1.0,0.0,21953.586,5671.7417,1,13718.989
19.0,8.0,0.0,0.0,1.0,1.0,14694.501,12532.258,1,21159.074
25.0,10.0,1.0,0.0,0.0,1.0,2838.9775,5370.968,1,10874.121
22.0,13.0,0.0,0.0,1.0,0.0,15870.061,15826.452,1,21078.965
26.0,12.0,0.0,0.0,1.0,0.0,21551.936,15217.742,1,35707.406
53.0,12.0,0.0,0.0,1.0,0.0,47649.367,47894.71,1,37739.348
39.0,12.0,0.0,0.0,1.0,0.0,39185.336,24169.355,1,27386.15
31.0,16.0,0.0,0.0,1.0,0.0,21551.936,18798.387,1,25362.488
28.0,11.0,0.0,0.0,1.0,1.0,0.0,62661.29,1,40731.08
47.0,8.0,1.0,0.0,1.0,1.0,16301.1,17129.807,1,16544.842
30.0,12.0,0.0,0.0,1.0,0.0,1959.2668,1790.3226,1,11704.702
31.0,12.0,1.0,0.0,1.0,0.0,10188.187,8951.613,1,0.0
30.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3854.7354
26.0,16.0,1.0,0.0,1.0,0.0,13323.014,19693.549,1,13280.322
28.0,12.0,0.0,0.0,1.0,0.0,29389.002,41177.418,1,40636.25
29.0,9.0,0.0,0.0,1.0,1.0,14890.428,19693.549,1,31932.594
31.0,12.0,0.0,0.0,1.0,0.0,27429.734,22379.031,1,30089.346
23.0,12.0,0.0,0.0,1.0,0.0,10775.967,5370.968,1,13196.514
40.0,7.0,1.0,0.0,1.0,1.0,8816.7,8951.613,1,16100.97
53.0,9.0,1.0,0.0,1.0,1.0,14945.287,13697.758,1,13326.599
33.0,12.0,0.0,0.0,1.0,0.0,12147.454,16112.903,1,23276.287
55.0,12.0,0.0,0.0,1.0,0.0,29100.99,26409.049,1,39542.19
22.0,11.0,0.0,0.0,1.0,1.0,6802.574,1790.3226,1,4073.39
51.0,12.0,0.0,0.0,1.0,0.0,43103.87,41356.453,1,43472.76
29.0,14.0,0.0,0.0,1.0,0.0,27429.734,22099.742,1,0.0
27.0,12.0,0.0,0.0,0.0,0.0,20964.154,18440.322,1,25867.844
49.0,10.0,1.0,0.0,1.0,1.0,10775.967,0.0,1,0.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2592.6396
23.0,12.0,0.0,0.0,1.0,0.0,13714.868,15754.839,1,18632.506
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
24.0,12.0,0.0,0.0,1.0,0.0,13714.868,13427.419,1,19936.982
33.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1564.327
39.0,14.0,0.0,0.0,1.0,0.0,58778.004,57290.324,1,53087.207
29.0,8.0,0.0,0.0,1.0,1.0,17633.4,16112.903,1,18893.812
50.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
47.0,17.0,0.0,0.0,1.0,0.0,36246.438,34016.13,1,33910.008
53.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0
28.0,12.0,1.0,0.0,0.0,0.0,2938.9001,2864.516,1,0.0
40.0,5.0,1.0,0.0,1.0,1.0,5877.8003,5370.968,1,1310.4335
24.0,12.0,0.0,0.0,1.0,0.0,29780.855,30883.064,1,44319.355
48.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3146.4932
30.0,16.0,0.0,0.0,1.0,0.0,26450.102,28197.58,1,13734.707
44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
24.0,12.0,0.0,0.0,1.0,0.0,16849.695,18619.355,1,11980.343
43.0,12.0,1.0,0.0,1.0,0.0,23511.201,19421.42,1,16883.607
54.0,2.0,1.0,0.0,1.0,1.0,15674.134,16990.16,1,15569.835
29.0,17.0,0.0,0.0,1.0,0.0,15674.134,14143.548,1,26455.213
20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,1,8879.908
34.0,6.0,0.0,1.0,1.0,1.0,15478.208,16112.903,1,4466.9043
45.0,14.0,0.0,0.0,1.0,0.0,39185.336,42538.066,1,46304.14
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3263.922
29.0,13.0,1.0,0.0,1.0,0.0,39185.336,37596.773,1,38403.445
27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1,0.0
21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
53.0,12.0,0.0,0.0,1.0,0.0,28213.441,26854.84,1,20091.084
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
48.0,12.0,0.0,0.0,1.0,0.0,42124.234,42967.742,1,41247.75
26.0,17.0,0.0,0.0,1.0,0.0,10775.967,29182.258,1,30819.42
45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3965.8982
30.0,9.0,1.0,0.0,0.0,1.0,1959.2668,162.91936,1,6750.738
41.0,17.0,0.0,0.0,1.0,0.0,54859.47,52993.547,1,39558.402
30.0,11.0,1.0,0.0,1.0,1.0,9228.146,8808.387,1,14200.051
53.0,6.0,1.0,0.0,1.0,1.0,15674.134,16112.903,1,13960.255
22.0,11.0,0.0,0.0,1.0,1.0,7837.0674,13964.516,1,19155.38
44.0,12.0,1.0,0.0,1.0,0.0,27429.734,21483.871,1,33662.297
35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,1,26156.404
18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,1,0.0
21.0,12.0,0.0,0.0,0.0,0.0,17829.328,12945.823,1,23734.521
21.0,13.0,0.0,0.0,1.0,0.0,15960.187,21483.871,1,30220.227
26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1,18951.96
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0
26.0,16.0,0.0,0.0,1.0,0.0,31348.27,28645.16,1,32813.074
20.0,11.0,0.0,0.0,1.0,1.0,14694.501,17008.064,1,25271.688
33.0,14.0,0.0,0.0,1.0,0.0,15674.134,13427.419,1,0.0
18.0,12.0,0.0,0.0,0.0,0.0,10775.967,14322.581,1,23034.771
27.0,14.0,1.0,0.0,0.0,0.0,19592.668,25064.516,1,43965.504
52.0,0.0,0.0,0.0,1.0,1.0,3134.827,0.0,1,0.0
23.0,12.0,1.0,0.0,1.0,0.0,19592.668,17366.129,1,22822.924
23.0,11.0,0.0,0.0,1.0,1.0,17045.621,11986.21,1,20440.098
19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,1,0.0
46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0
26.0,16.0,0.0,0.0,1.0,0.0,25078.615,30793.549,1,26783.139
23.0,12.0,0.0,0.0,1.0,0.0,7837.0674,8951.613,1,0.0
43.0,10.0,1.0,0.0,1.0,1.0,3918.5337,2148.3872,1,10241.12
27.0,16.0,0.0,0.0,1.0,0.0,17241.549,24885.484,1,23261.076
26.0,17.0,0.0,0.0,1.0,0.0,25470.469,26854.84,1,28674.285
20.0,10.0,1.0,0.0,1.0,1.0,6857.4336,6831.871,1,15273.84
32.0,12.0,0.0,0.0,1.0,0.0,54859.47,39387.098,1,49610.543
42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0
